Complaint Number,Major Crime Head,Crime Head and Section,Minor Crime Head,Commits,Month
209485628,INSULTING MODESTY OF WOMEN ,"EVE
TEASING) (Sec.509 IPC",Attempt to Commit,0,Sep-21
776641792,INSULTING MODESTY OF WOMEN ,"EVE
TEASING) (Sec.509 IPC",Office,0,Sep-21
623457801,INSULTING MODESTY OF WOMEN ,"EVE
TEASING) (Sec.509 IPC",Public Conveyance,0,Sep-21
743532347,INSULTING MODESTY OF WOMEN ,"EVE
TEASING) (Sec.509 IPC",Public Place,5,Sep-21
358134400,INSULTING MODESTY OF WOMEN ,"EVE
TEASING) (Sec.509 IPC",Other Places,2,Sep-21
692555549,SUICIDE ,"Sec.305, 306, 309 IPC",Others,nan,Sep-21
440246348,SUICIDE ,"Sec.305, 306, 309 IPC",Dowry,1,Sep-21
169966380,SUICIDE ,"Sec.305, 306, 309 IPC",Abetment of Suicide,20,Sep-21
785082759,SUICIDE ,"Sec.305, 306, 309 IPC",Other Reasons,24,Sep-21
992894480,SUICIDE ,"Sec.305, 306, 309 IPC",Attempt to Commit suicide,17,Sep-21
980385490,UNNATURAL SEX ,Sec.377 IPC,Others,nan,Sep-21
835585578,UNNATURAL SEX ,Sec.377 IPC,Abetment,0,Sep-21
177862437,UNNATURAL SEX ,Sec.377 IPC,Animal,1,Sep-21
939691975,UNNATURAL SEX ,Sec.377 IPC,Attempt,0,Sep-21
842447117,UNNATURAL SEX ,Sec.377 IPC,Major - Man,0,Sep-21
486332581,UNNATURAL SEX ,Sec.377 IPC,Major - Woman,0,Sep-21
328335991,UNNATURAL SEX ,Sec.377 IPC,Minor - Boy,0,Sep-21
211073789,UNNATURAL SEX ,Sec.377 IPC,Minor - Girl,0,Sep-21
791508782,"WRONGFUL RESTRAINT/CONFINEMENT
",Sec.341 to 348 IPC,Others,30,Sep-21
286050566,"WRONGFUL RESTRAINT/CONFINEMENT
",Sec.341 to 348 IPC,Attempt to Commit,2,Sep-21
616765071,"WRONGFUL RESTRAINT/CONFINEMENT
",Sec.341 to 348 IPC,To Extort Confession,1,Sep-21
329182597,"WRONGFUL RESTRAINT/CONFINEMENT
",Sec.341 to 348 IPC,To Extort Property,1,Sep-21
952957383,"WRONGFUL RESTRAINT/CONFINEMENT
",Sec.341 to 348 IPC,To settle Dispute,1,Sep-21
317443243,INFANTICIDE ,"Sec.315, 316 IPC",Others,nan,Sep-21
703846312,INFANTICIDE ,"Sec.315, 316 IPC",Male,0,Sep-21
254759653,INFANTICIDE ,"Sec.315, 316 IPC",Female,0,Sep-21
841956909,OFFENCES RELATED TO MARRIAGE ,"Sec.493
to 498 IPC",Others,3,Sep-21
332039738,"BUYING & SELLING MINOR FOR PROSTITUTION
","Sec.372, 373 IPC",Others,0,Sep-21
188014858,DOCUMENTS & PROPERTY MARKS ,"Sec.483 to
489 IPC",Others,nan,Sep-21
658537783,DOCUMENTS & PROPERTY MARKS ,"Sec.483 to
489 IPC",Documents,0,Sep-21
766306763,DOCUMENTS & PROPERTY MARKS ,"Sec.483 to
489 IPC",Property,0,Sep-21
105448786,DEFAMATION ,Sec.500 to 502 IPC,Others,nan,Sep-21
645505844,DEFAMATION ,Sec.500 to 502 IPC,Persons,1,Sep-21
999652329,DEFAMATION ,Sec.500 to 502 IPC,Printed Matter,0,Sep-21
355892139,DEFAMATION ,Sec.500 to 502 IPC,Others,0,Sep-21
187661077,ELECTION,Sec.171(E) to 171(1) IPC,Others,nan,Sep-21
939991204,ELECTION,Sec.171(E) to 171(1) IPC,Assembly,0,Sep-21
245094695,ELECTION,Sec.171(E) to 171(1) IPC,Parliament,0,Sep-21
188819656,ELECTION,Sec.171(E) to 171(1) IPC,Other Elected Bodies,1,Sep-21
263451603,SLAVERY ,"Sec.370, 371, 374 IPC",Others,nan,Sep-21
236249912,SLAVERY ,"Sec.370, 371, 374 IPC",Man,0,Sep-21
854916688,SLAVERY ,"Sec.370, 371, 374 IPC",Woman,1,Sep-21
459046533,SLAVERY ,"Sec.370, 371, 374 IPC",Boy,1,Sep-21
476637626,SLAVERY ,"Sec.370, 371, 374 IPC",Girl,0,Sep-21
213355580,Attempting to commit offences ,Sec.511 IPC,Others,nan,Sep-21
187748183,Attempting to commit offences ,Sec.511 IPC,Attempting to commit offences,18,Sep-21
524560885,ILLEGAL DETENTION ,Sec.342 IPC,Others,0,Sep-21
144961766,FALSE EVIDENCE ,Sec.191 to 205 IPC,Others,0,Sep-21
164930796,"EXPOSURE AND ABANDONMENT OF CHILD
",Sec.317 IPC,Others,nan,Sep-21
823881646,"EXPOSURE AND ABANDONMENT OF CHILD
",Sec.317 IPC,Boy,7,Sep-21
615398611,"EXPOSURE AND ABANDONMENT OF CHILD
",Sec.317 IPC,Girl,5,Sep-21
963730260,OF ABETMENT ,Sec.107 to 120 IPC,Others,0,Sep-21
296883015,FAILURE TO APPEAR TO COURT ,"Sec.174, 229A
IPC",Others,nan,Sep-21
940343279,FAILURE TO APPEAR TO COURT ,"Sec.174, 229A
IPC",174 A,2,Sep-21
675947157,FAILURE TO APPEAR TO COURT ,"Sec.174, 229A
IPC",229 A,15,Sep-21
895974060,Concealment of birth by secret disposal of Child,,Others,nan,Sep-21
954732644,Concealment of birth by secret disposal of Child,,Girl,2,Sep-21
304926743,Concealment of birth by secret disposal of Child,,Boy,3,Sep-21
561088023,"ASSAULT OR USE OF CRIMINAL FORCE TO
DISROBE WOMEN",,Others,2,Sep-21
582387666,"Disobedience to Order Promulgated by
Public/Servant",,Others,nan,Sep-21
810617937,"Disobedience to Order Promulgated by
Public/Servant",,By Private Institution,4,Sep-21
412851445,"Disobedience to Order Promulgated by
Public/Servant",,By Govt. Institution,0,Sep-21
214972730,"Disobedience to Order Promulgated by
Public/Servant",,By Others,4,Sep-21
539906708,ANTIQUES ,CULTURAL PROPERTY,Others,nan,Sep-21
425210623,ANTIQUES ,CULTURAL PROPERTY,Antiques & Art Treasures Act 1972,0,Sep-21
193059263,ANTIQUES ,CULTURAL PROPERTY,"Ancient Monument & Archaelogical Sites AndRemains Act 1958",0,Sep-21
466854044,ARMS ACT 1959,,Others,nan,Sep-21
720526763,ARMS ACT 1959,,"Country Made - Non Prohibited Bore - In DisturbedArea",0,Sep-21
828742297,ARMS ACT 1959,,"Country Made - Non Prohibited Bore - In OtherArea",14,Sep-21
930368916,ARMS ACT 1959,,"Country Made - Prohibited Bore - In DisturbedArea",1,Sep-21
157012845,ARMS ACT 1959,,Country Made - Prohibited Bore - In Other Area,9,Sep-21
474586119,ARMS ACT 1959,,"Factory Made - Non Prohibited Bore - In DisturbedArea",1,Sep-21
399824350,ARMS ACT 1959,,Factory Made - Non Prohibited Bore - In Other Area,6,Sep-21
445631963,ARMS ACT 1959,,Factory Made - Prohibited Bore - In Disturbed Area,0,Sep-21
733847592,ARMS ACT 1959,,Factory Made - Prohibited Bore - In Other Area,6,Sep-21
723725259,ANIMAL,,Others,nan,Sep-21
795840295,ANIMAL,,Wild Life Preservation Act 1972,0,Sep-21
923153258,ANIMAL,,Wild Life Protection Act 1972,1,Sep-21
367768467,ANIMAL,,Prevention of Cruelty to Animals Act 1960,42,Sep-21
869873042,ANIMAL,,Elephant (Preservation) Act 1879,0,Sep-21
526699166,ANIMAL,,Cattle Tresspass Act 1871,2,Sep-21
542188142,CINEMATOGRAPHY ACT 1952,,Others,nan,Sep-21
443406409,CINEMATOGRAPHY ACT 1952,,Films,0,Sep-21
757203796,CINEMATOGRAPHY ACT 1952,,Video,0,Sep-21
846789988,CONSUMER,,Others,nan,Sep-21
642189902,CONSUMER,,"Liquified Petroleum Gas Supply & Control Order2000",0,Sep-21
502224490,CONSUMER,,Consumer (Protection) Act 1986,1,Sep-21
348662150,CONSUMER,,Essential Commodities Act 1955,40,Sep-21
422602798,CONSUMER,,Prevention of Food Adulternation Act 1954,0,Sep-21
776681166,CONSUMER,,Packaged Commodities (Regulation) order 1975,0,Sep-21
651257022,COPY RIGHT ACT 1957,,Others,nan,Sep-21
745421141,COPY RIGHT ACT 1957,,By Company,14,Sep-21
406720556,COPY RIGHT ACT 1957,,By Individual,5,Sep-21
362398511,CIVIL RIGHTS,,Others,nan,Sep-21
717870888,CIVIL RIGHTS,,Protection of Civil Rights Act 1955,0,Sep-21
771606539,"SCHEDULED CASTE AND THE SCHEDULED
TRIBES",,Others,nan,Sep-21
195887186,"SCHEDULED CASTE AND THE SCHEDULED
TRIBES",,Scheduled Caste,110,Sep-21
487658017,"SCHEDULED CASTE AND THE SCHEDULED
TRIBES",,Scheduled Tribes,16,Sep-21
402892923,"SCHEDULED CASTE AND THE SCHEDULED
TRIBES",,Scheduled Caste Women,32,Sep-21
833917382,"SCHEDULED CASTE AND THE SCHEDULED
TRIBES",,Scheduled Tribes Women,11,Sep-21
340751165,CHILDREN ACT,,Others,nan,Sep-21
406636421,CHILDREN ACT,,Child Labour (Prohibition & Regulation) Act1986,1,Sep-21
942959753,CHILDREN ACT,,The Prohibition of Child Marriage Act - 2006,30,Sep-21
809808715,CHILDREN ACT,,Juvenile Justice Act 1986,3,Sep-21
797520155,CHILDREN ACT,,Probation of offenders Act 1958,0,Sep-21
898263711,CHILDREN ACT,,"Protection of Children from Sexual Offences Act2012 (POCSO)",0,Sep-21
526032042,PREVENTION OF CORRUPTION ACT 1988,,Others,nan,Sep-21
694703114,PREVENTION OF CORRUPTION ACT 1988,,Public Servant - Elected,0,Sep-21
222331064,PREVENTION OF CORRUPTION ACT 1988,,Public Servant - Gazetted - Central,0,Sep-21
758240347,PREVENTION OF CORRUPTION ACT 1988,,Public Servant - Gazetted - Defence,0,Sep-21
436537842,PREVENTION OF CORRUPTION ACT 1988,,"Public Servant - Gazetted - Public SectorUndertaking",0,Sep-21
424246016,PREVENTION OF CORRUPTION ACT 1988,,Public Servant - Gazetted - State,0,Sep-21
436706790,PREVENTION OF CORRUPTION ACT 1988,,Public Servant - Non-Gazetted - Central,0,Sep-21
377957692,PREVENTION OF CORRUPTION ACT 1988,,Public Servant - Non-Gazetted - Defence,0,Sep-21
382339606,PREVENTION OF CORRUPTION ACT 1988,,Public Servant - Non-Gazetted - State,0,Sep-21
604341098,CUSTOMS,,Others,nan,Sep-21
127487909,CUSTOMS,,Customs Act 1962,0,Sep-21
553412474,CUSTOMS,,Import/Export (Control) Act 1947,0,Sep-21
175312169,Explosives,,Others,nan,Sep-21
820359838,Explosives,,Explosives Substances Act 1908,2,Sep-21
429422455,Explosives,,Explosives Act 1884,3,Sep-21
738579064,Explosives,,Inflammable Substance Act 1952,0,Sep-21
159788915,FOREIGN EXCHANGE,,Others,nan,Sep-21
244424171,FOREIGN EXCHANGE,,"Smugglers and Foreign Exchange Manipulator Act1976",0,Sep-21
238046134,FOREIGN EXCHANGE,,Foreign Exchange Regulation Act 1973,0,Sep-21
102159309,FOREIGN EXCHANGE,,Foreign Exchange Regulation Act 1952,0,Sep-21
324041569,FOREIGNER,,Others,nan,Sep-21
679814830,FOREIGNER,,Foreigners Act 1946,5,Sep-21
387732224,FOREIGNER,,Registration of Foreigners Act 1939,0,Sep-21
737168045,FOREST,,Others,nan,Sep-21
987794238,FOREST,,Indian Forest Act 1927,1,Sep-21
418768105,FOREST,,Forest (Conservation) Act 1980,2,Sep-21
771543855,HIJACKING,,Others,nan,Sep-21
970981049,HIJACKING,,Foreign Aircraft - In India,0,Sep-21
742939888,HIJACKING,,Foreign Aircraft - Outside India,0,Sep-21
615891933,HIJACKING,,Indian Aircraft - In India,0,Sep-21
719220461,HIJACKING,,Indian Aircraft - Outside India,0,Sep-21
656529152,IMMORAL TRAFFIC,,Others,nan,Sep-21
128078307,IMMORAL TRAFFIC,,Organised,11,Sep-21
475925546,IMMORAL TRAFFIC,,Un-Organised,16,Sep-21
440662115,BONDED LABOUR SYSTEM,,Others,1,Sep-21
972139146,INDIAN MOTOR VEHICLE,,Others,2,Sep-21
892978925,"NARCOTIC DRUGS & PSYCHOTROPIC
SUBSTANCES ACT",,Others,nan,Sep-21
245100340,"NARCOTIC DRUGS & PSYCHOTROPIC
SUBSTANCES ACT",,Cultivated/Processed,242,Sep-21
646626979,"NARCOTIC DRUGS & PSYCHOTROPIC
SUBSTANCES ACT",,Synthetic,190,Sep-21
797234725,PASSPORT ACT,,Others,nan,Sep-21
517565182,PASSPORT ACT,,Foreigner,0,Sep-21
137374733,PASSPORT ACT,,Indian,1,Sep-21
347557794,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,,Others,nan,Sep-21
149561458,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,,Assembly,0,Sep-21
528004328,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,,Parliament,0,Sep-21
991453904,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,,Other Elected Bodies,0,Sep-21
210998899,KARNATAKA POLICE ACT 1963,,Others,nan,Sep-21
310272434,KARNATAKA POLICE ACT 1963,,Gambling - Matka (78 Class C),615,Sep-21
480214904,KARNATAKA POLICE ACT 1963,,Street Gambling (87),565,Sep-21
869027108,KARNATAKA POLICE ACT 1963,,House Gambling (79 & 80),35,Sep-21
509566777,KARNATAKA POLICE ACT 1963,,Betting,59,Sep-21
870524806,KARNATAKA POLICE ACT 1963,,Others,26,Sep-21
448536304,"PREVENTION OF DAMAGE TO PUBLIC PROPERTY
ACT 1984",,Others,11,Sep-21
692611989,"POST & TELEGRAPH, TELEGRAPH WIRES
",UNLAWFUL POSSESSION) ACT 1980,Others,0,Sep-21
711212880,OFFICIAL SECURITY RELATED ACTS,,Others,nan,Sep-21
803739437,OFFICIAL SECURITY RELATED ACTS,,Official Secrets Act 1923,0,Sep-21
175504964,OFFICIAL SECURITY RELATED ACTS,,Essential Services Maintenance Act 1981,0,Sep-21
648699399,PREVENTION OF TERRORISM ACT ,POTA,Others,0,Sep-21
209198874,RAILWAYS ACT,,Others,nan,Sep-21
785736045,RAILWAYS ACT,,Indian Railways Act 1989,3,Sep-21
745820462,RAILWAYS ACT,,Railway Property (Unlawful Possession) Act 1966,1,Sep-21
903873153,UNLAWFUL ACTIVITIES ,Prevention) Act 1967,Others,0,Sep-21
514748885,CRIMES RELATED TO WOMEN,,Others,nan,Sep-21
557079391,CRIMES RELATED TO WOMEN,,Dowry Prohibition,179,Sep-21
994078630,CRIMES RELATED TO WOMEN,,Commission of SATI (Prevention) Act 1987,0,Sep-21
861645843,CRIMES RELATED TO WOMEN,,"Indecent Representation of Women (Prohibition) Act1986",0,Sep-21
473448666,INDIAN LUNACY ACT,,Others,0,Sep-21
668107268,INDIAN ELECTRICITY ACT,,Others,3,Sep-21
947961129,"COTPA, CIGARETTES AND OTHER TOBACCO
PRODUCTS",,Others,30,Sep-21
751470616,KARNATAKA STATE LOCAL ACTS,,Others,nan,Sep-21
277692992,KARNATAKA STATE LOCAL ACTS,,Karnataka Epidemic Deseases Act 2020,40,Sep-21
351861518,KARNATAKA STATE LOCAL ACTS,,"The Karnataka Prevention of Dangerous Activitiesof Bootleggers, Drug-offenders, Gamblers, GoondaAct",0,Sep-21
484732948,KARNATAKA STATE LOCAL ACTS,,Karnataka Cow Slaughters Act,36,Sep-21
716273774,KARNATAKA STATE LOCAL ACTS,,Disaster Management Act 2005,18,Sep-21
426322071,KARNATAKA STATE LOCAL ACTS,,Karnataka Excise Act 1965,545,Sep-21
686988638,KARNATAKA STATE LOCAL ACTS,,Karnataka Forest Act 1963,10,Sep-21
384756585,KARNATAKA STATE LOCAL ACTS,,"Karnataka Education Act 1983 As Amended UptoDate",0,Sep-21
578815251,KARNATAKA STATE LOCAL ACTS,,Karnataka Kerosene Restriction Unuse Act 1956,0,Sep-21
938587133,KARNATAKA STATE LOCAL ACTS,,Karnataka University Act,0,Sep-21
289479112,KARNATAKA STATE LOCAL ACTS,,Karnataka Corruption Act,0,Sep-21
408004697,KARNATAKA STATE LOCAL ACTS,,Karnataka Medical Registration Act 1965,1,Sep-21
969710557,KARNATAKA STATE LOCAL ACTS,,Karnataka Land & Revenue Acdt 1964 & 2007,5,Sep-21
585304891,KARNATAKA STATE LOCAL ACTS,,Karnataka Kerosene Dealers License Order 1969,0,Sep-21
452573453,KARNATAKA STATE LOCAL ACTS,,Karnataka Society Registration Act,0,Sep-21
382664530,KARNATAKA STATE LOCAL ACTS,,Karnataka Minor Mineral Consistent Rule 1994,3,Sep-21
301144525,KARNATAKA STATE LOCAL ACTS,,Bangalore Development Authority Act,0,Sep-21
953163570,KARNATAKA STATE LOCAL ACTS,,Karnataka Prohibition of Beggery Act 1975,0,Sep-21
838474950,KARNATAKA STATE LOCAL ACTS,,Karnataka Municipalities Act 1964,0,Sep-21
571127455,KARNATAKA STATE LOCAL ACTS,,Karnataka Irrigation Act 1963,0,Sep-21
520700865,KARNATAKA STATE LOCAL ACTS,,Karnataka Fire Force act 1964,1,Sep-21
326645314,KARNATAKA STATE LOCAL ACTS,,Karnataka Consumer Protection Act 1986,0,Sep-21
772380008,KARNATAKA STATE LOCAL ACTS,,Karnataka Lottery Act,0,Sep-21
846796884,KARNATAKA STATE LOCAL ACTS,,Karnataka Weight & Measurement Act,0,Sep-21
506152492,KARNATAKA STATE LOCAL ACTS,,Karnataka Agriculture Marketing Regulation Act,0,Sep-21
333256521,KARNATAKA STATE LOCAL ACTS,,Karnataka Revenue Act,0,Sep-21
835473295,KARNATAKA STATE LOCAL ACTS,,Karnataka Mining Act,2,Sep-21
350775079,KARNATAKA STATE LOCAL ACTS,,Karnataka Betting Tax Act,0,Sep-21
303706329,KARNATAKA STATE LOCAL ACTS,,Karnataka Panchayat Raj Act,0,Sep-21
721446102,KARNATAKA STATE LOCAL ACTS,,Karnataka Open Place Disfigurement Act 1951,0,Sep-21
827923645,KARNATAKA STATE LOCAL ACTS,,Karnataka Right To Information Act 2000 & 2008,0,Sep-21
907424762,KARNATAKA STATE LOCAL ACTS,,Karnataka Urban Development Act 1987,1,Sep-21
253440964,KARNATAKA STATE LOCAL ACTS,,Karnataka Town & City Planning Act 1961,0,Sep-21
102661864,KARNATAKA STATE LOCAL ACTS,,Karnataka Race Betting Act,0,Sep-21
971293062,KARNATAKA STATE LOCAL ACTS,,"Karnataka Devadasi's (Prohibition Of Dedication)Act 1982",0,Sep-21
523360485,KARNATAKA STATE LOCAL ACTS,,Cooperative Society Act,0,Sep-21
923391937,KARNATAKA STATE LOCAL ACTS,,Karnataka Entertainment Tax Act 1958,1,Sep-21
553853919,KARNATAKA STATE LOCAL ACTS,,Karnataka Land Acquisition (Prohibition) Act 2007,0,Sep-21
212072883,KARNATAKA STATE LOCAL ACTS,,Karnataka Money Lender Act 1961,0,Sep-21
597616969,KARNATAKA STATE LOCAL ACTS,,Karnataka Stamp Act 1957,0,Sep-21
727266143,KARNATAKA STATE LOCAL ACTS,,Karnataka Prisoners Act 1963 & 1974,2,Sep-21
423471420,KARNATAKA STATE LOCAL ACTS,,Karnataka Private Medical Institution Act 2007,0,Sep-21
847623888,KARNATAKA STATE LOCAL ACTS,,"MMRD (Mines & Minerals Regulation Development) Act 1957",10,Sep-21
309066980,KARNATAKA STATE LOCAL ACTS,,Karnataka Treasure Trove Act 1962,0,Sep-21
819731215,KARNATAKA STATE LOCAL ACTS,,"Karnataka Prohibition of Charging ExorbitantInterest Act 2004",2,Sep-21
640538509,KARNATAKA STATE LOCAL ACTS,,"Karnataka Ayurvedic And Unani Pract. Regis. &Medical Prac. Misc. Prov. Act",0,Sep-21
407585889,KARNATAKA STATE LOCAL ACTS,,Other Local Acts,41,Sep-21
768176662,CYBER CRIME,,Others,nan,Sep-21
749697811,CYBER CRIME,,"Information Technology Act 2000, 2009",957,Sep-21
177484336,NATIONAL SECURITY ACT,,Others,0,Sep-21
907014362,POCSO,,Others,nan,Sep-21
967889210,POCSO,,Custodial Rape,0,Sep-21
569839159,POCSO,,Gang Rape,0,Sep-21
322379881,POCSO,,Rape,159,Sep-21
401157220,POCSO,,Others,72,Sep-21
243188136,Murder ,Sec.302/303 IPC,Others,nan,Oct-21
874546414,Murder ,Sec.302/303 IPC,For gain,0,Oct-21
983396545,Murder ,Sec.302/303 IPC,Over Property Dispute,1,Oct-21
923161030,Murder ,Sec.302/303 IPC,Due to Personal Vendetta or enemity,2,Oct-21
453959320,Murder ,Sec.302/303 IPC,Due to Sexual jealousy,4,Oct-21
338520796,Murder ,Sec.302/303 IPC,For dowry by burning,0,Oct-21
274088949,Murder ,Sec.302/303 IPC,For dowry by other means,0,Oct-21
830364066,Murder ,Sec.302/303 IPC,Due to Communalism,0,Oct-21
656129142,Murder ,Sec.302/303 IPC,Due to Casteism,0,Oct-21
904149818,Murder ,Sec.302/303 IPC,Witch Craft (Sorcery),0,Oct-21
145722756,Murder ,Sec.302/303 IPC,For Human Sacrifice,0,Oct-21
488919001,Murder ,Sec.302/303 IPC,Due to Terrorism/Naxalism / Extremism,0,Oct-21
509546099,Murder ,Sec.302/303 IPC,For Political Reasons,0,Oct-21
630523313,Murder ,Sec.302/303 IPC,Due to Adultery,2,Oct-21
894793973,Murder ,Sec.302/303 IPC,Civil Disputes,3,Oct-21
719938541,Murder ,Sec.302/303 IPC,Electoral Gain,0,Oct-21
724741750,Murder ,Sec.302/303 IPC,Gang Rivalry,0,Oct-21
695911817,Murder ,Sec.302/303 IPC,Love Intrigue,1,Oct-21
294929903,Murder ,Sec.302/303 IPC,Professional,0,Oct-21
901832852,Murder ,Sec.302/303 IPC,Psychopathic/Serial Killer/Lunacy,0,Oct-21
442489780,Murder ,Sec.302/303 IPC,Rape with Murder,1,Oct-21
181555454,Murder ,Sec.302/303 IPC,Revenge/Enemity,5,Oct-21
338792462,Murder ,Sec.302/303 IPC,Sudden Quarrel,6,Oct-21
144294070,Murder ,Sec.302/303 IPC,Village Dispute,0,Oct-21
271648168,Murder ,Sec.302/303 IPC,Custodial,0,Oct-21
471537580,Murder ,Sec.302/303 IPC,Due to Other Causes,101,Oct-21
191370312,ATTEMPT TO MURDER ,Sec. 307 IPC,Others,nan,Oct-21
370593026,ATTEMPT TO MURDER ,Sec. 307 IPC,For Gain,2,Oct-21
184147814,ATTEMPT TO MURDER ,Sec. 307 IPC,Over Property Dispute,6,Oct-21
559558161,ATTEMPT TO MURDER ,Sec. 307 IPC,Due to Personal Vendetta or enemity,6,Oct-21
338350428,ATTEMPT TO MURDER ,Sec. 307 IPC,Due to Sexual jealousy,2,Oct-21
187622705,ATTEMPT TO MURDER ,Sec. 307 IPC,For Dowry other Means,6,Oct-21
239039841,ATTEMPT TO MURDER ,Sec. 307 IPC,Dowry By Burning,0,Oct-21
537470034,ATTEMPT TO MURDER ,Sec. 307 IPC,Due to Communalism,2,Oct-21
959841949,ATTEMPT TO MURDER ,Sec. 307 IPC,Due to Casteism,1,Oct-21
431041892,ATTEMPT TO MURDER ,Sec. 307 IPC,Witch Craft (Sorcery),0,Oct-21
206035645,ATTEMPT TO MURDER ,Sec. 307 IPC,For Human Sacrifice,0,Oct-21
827697274,ATTEMPT TO MURDER ,Sec. 307 IPC,Terrorism /Naxalism / Extremism,0,Oct-21
540457997,ATTEMPT TO MURDER ,Sec. 307 IPC,For Political Reasons,3,Oct-21
636038954,ATTEMPT TO MURDER ,Sec. 307 IPC,Adultery,1,Oct-21
756058799,ATTEMPT TO MURDER ,Sec. 307 IPC,Electoral Gain,1,Oct-21
895751995,ATTEMPT TO MURDER ,Sec. 307 IPC,Gang Rivalry,2,Oct-21
978125662,ATTEMPT TO MURDER ,Sec. 307 IPC,Love Intrigue,1,Oct-21
528040578,ATTEMPT TO MURDER ,Sec. 307 IPC,Professional,0,Oct-21
341887830,ATTEMPT TO MURDER ,Sec. 307 IPC,Rape,0,Oct-21
991184789,ATTEMPT TO MURDER ,Sec. 307 IPC,Revenge/Enemity,14,Oct-21
841384996,ATTEMPT TO MURDER ,Sec. 307 IPC,Sudden Quarrel,17,Oct-21
766054055,ATTEMPT TO MURDER ,Sec. 307 IPC,Village Dispute,1,Oct-21
832861913,ATTEMPT TO MURDER ,Sec. 307 IPC,Due to Other Causes,157,Oct-21
656020301,ATTEMPT TO MURDER ,Sec. 307 IPC,Civil Disputes,20,Oct-21
956339198,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Others,nan,Oct-21
290939851,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,For Gain,0,Oct-21
202101761,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Over Civil Dispute,0,Oct-21
585094867,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Due to Personal Vendetta or enemity,0,Oct-21
950464116,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Due to Sexual jealousy,0,Oct-21
685091452,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,For Dowry,0,Oct-21
506125103,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Due to Communalism,0,Oct-21
901866862,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Due to Casteism,0,Oct-21
822315223,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Witch Craft (Sorcery),0,Oct-21
284223667,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,For Human Sacrifice,0,Oct-21
201738583,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Terrorism /Naxalism / Extremism,0,Oct-21
303244655,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,For Political Reasons,0,Oct-21
137226838,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Adultery,0,Oct-21
103220854,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Property Disputes,0,Oct-21
483011801,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Electoral Gain,0,Oct-21
180432424,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Gang Rivalry,0,Oct-21
286465590,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Love Intrigue,0,Oct-21
192324087,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Professional,0,Oct-21
514702158,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Sudden Quarrel,1,Oct-21
819915308,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Due to Other Causes,5,Oct-21
886898067,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Others,nan,Oct-21
235654381,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,For Gain,0,Oct-21
791451464,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Over Civil Dispute,0,Oct-21
120036349,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Due to Personal Vendetta or enemity,0,Oct-21
516956131,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Due to Sexual jealousy,0,Oct-21
820074928,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,For Dowry,0,Oct-21
114783383,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Due to Communalism,0,Oct-21
